10000 20000
274 5390 78271
274 8082 187622
274 9651 168310
275 296 88242
275 600 201375
275 919 50268
275 9638 187509
275 3944 56643
275 2686 24565
275 4138 161375
275 1484 211076
275 2054 138175
275 2584 63175
276 4269 192365
276 4908 61018
276 7602 72129
277 470 67893
277 593 195273
277 2108 22241
277 4793 214127
277 1144 37861
277 960 111989
277 8345 49804
278 522 208571
278 1508 103536
278 6654 145506
278 571 174172
279 307 145493
279 664 12481
279 754 190626
279 998 52280
279 2305 21740
279 3567 69231
279 6270 121060
279 8087 179829
280 1941 197894
281 2988 27807
281 8904 73071
281 2604 43471
281 8660 42828
282 290 192225
282 4902 68644
283 372 148783
283 682 7754
283 1675 211966
283 1968 57932
283 3111 20396
283 3184 100814
283 4014 73908
283 4560 158702
283 8483 86194
283 3942 110165
284 864 40071
284 1979 157267
284 2687 69784
285 609 155909
285 1581 146482
285 5674 165567
285 4652 151440
286 1585 22389
286 3525 122261
286 4412 200285
286 5772 132082
286 7901 47362
287 387 35264
287 1694 11916
287 2991 52940
288 672 200886
288 2811 89684
288 8332 141277
288 4498 194878
288 3830 83183
289 1810 211063
289 2000 214723
289 2531 26212
289 6249 137222
289 4523 101883
289 9623 118009
290 469 30019
290 1683 86094
290 2409 19170
290 4000 172107
290 3401 49879
290 8440 151144
291 662 22787
291 1987 20626
291 3139 56646
291 3680 156907
291 6410 212363
292 594 61490
292 843 161918
292 1275 24040
292 3287 162982
292 8715 123601
292 7868 135246
292 7298 104889
292 5909 70366
293 1612 40162
293 2827 201344
293 3131 161468
293 6319 147263
293 7450 160608
293 352 147392
293 5435 151092
294 380 127064
294 966 109104
294 2002 95270
294 2574 200398
294 6768 35174
294 6575 89358
294 8798 195891
294 1707 95579
295 769 181363
295 2398 18684
295 3531 89954
295 5859 7144
295 9656 157880
295 5814 167318
295 1832 118613
295 8529 64866
296 443 131128
296 477 173113
296 515 7853
296 1067 153841
296 1383 125442
296 1541 157359
296 704 70372
297 428 38300
297 437 214183
297 9641 147203
297 8980 102326
298 503 165571
298 579 69403
298 979 172282
298 1059 107647
298 2023 1361
298 2433 128428
298 4666 61212
298 8690 83934
298 4602 8531
299 729 170753
299 2490 142909
299 8813 129781
299 1753 79962
300 822 98640
300 865 190179
300 879 55844
300 899 188660
300 1358 179661
300 2589 51763
301 397 135418
301 1398 146359
301 2666 180495
301 3467 160764
301 5300 69396
301 2525 35693
302 322 17989
302 528 186430
302 530 133250
302 570 122305
302 671 157716
302 1244 197636
302 5442 172822
302 6399 111646
302 7288 80846
302 8380 102229
303 412 208021
303 827 186805
303 1122 208490
303 3172 204809
303 4620 11137
303 5263 140345
303 5574 45611
304 590 42101
304 8725 158133
305 603 194078
305 709 98313
305 926 182638
305 1449 186462
305 9957 163592
305 6709 112669
306 473 23774
306 1259 85685
306 4820 141044
306 9412 186039
306 3169 108275
306 9014 94378
306 3198 6919
307 398 137223
307 416 168178
307 732 54849
307 771 34593
307 1091 146492
307 8276 40289
307 8343 166302
307 3441 95818
307 9406 61698
308 393 169928
308 597 61204
308 5225 78856
308 9354 59465
308 7220 132969
309 407 123139
309 735 101522
309 803 115045
309 1110 5351
309 7489 33392
310 361 54263
310 2154 185819
310 5023 195527
310 2067 31982
311 1400 164842
311 3848 93414
311 5713 93695
312 761 154594
312 1721 134611
312 2297 53020
312 4147 105978
312 4961 159680
312 5066 57527
312 1943 164494
312 2445 28984
313 1242 157119
313 2720 152101
313 7161 104519
313 9026 142895
313 4163 8645
314 354 31267
314 539 151777
314 828 60556
314 1724 87492
314 7451 141789
314 2531 83742
315 385 7958
315 730 213849
315 5991 33323
315 6961 13350
315 3710 64329
316 508 2844
316 1707 71334
316 1995 37526
316 2790 184942
316 4698 113648
317 2963 187350
317 3288 115915
317 3471 146366
317 3968 73248
317 3995 40932
317 4097 28910
317 3294 195459
317 3687 140248
317 4857 19665
317 1325 137286
317 6436 10930
318 501 36741
318 518 181899
318 2073 26729
318 678 79959
319 847 165481
319 1051 65196
319 1347 142801
319 6745 127662
320 451 210457
320 536 147627
320 679 75233
320 5077 206076
320 8058 185360
321 540 37184
321 1537 209330
321 2056 48627
321 7870 31593
321 3054 133949
321 4245 139414
321 3305 172667
322 1597 21923
322 4012 100387
322 4390 44712
322 7380 161186
323 431 116893
323 642 91728
323 727 202628
323 903 25754
323 3637 109527
323 5074 186157
323 6948 49531
323 8808 96335
324 348 24870
325 401 177077
325 9729 185028
325 9657 1048
325 974 136021
326 710 20139
326 2777 71401
326 1216 82880
326 6574 71303
327 1458 190029
327 1784 102156
327 6570 101710
327 5151 100213
327 6404 120593
327 2210 15667
328 2611 196864
328 5567 45385
328 7907 64598
329 441 2052
329 792 70209
329 1866 19562
329 2503 97819
329 641 176459
330 349 12012
330 972 199547
330 3109 203240
330 5898 33589
330 2276 37372
331 433 206161
331 1003 22583
331 1491 202117
331 4213 50128
331 6710 155495
331 5260 199004
332 537 65500
332 1272 51191
332 2167 55970
332 5691 139233
332 9424 166284
332 4950 179404
333 948 86276
333 3124 132890
333 3454 3709
333 5590 191728
334 1287 64926
334 2476 204899
334 2944 14445
334 9182 119243
334 1553 106314
334 1660 83992
334 5105 79988
335 545 153722
335 1018 147180
335 2227 93650
335 5556 117045
335 6996 193627
335 5212 121372
336 1212 148919
336 2438 103507
336 4516 209140
336 7638 145714
336 4895 212700
336 9841 198497
337 1008 74848
337 3767 167264
337 7801 50622
337 9222 83157
337 7811 130246
337 8255 142084
337 9324 43003
338 6376 48553
338 3341 8782
338 3918 8958
339 873 105301
339 1651 208227
339 2946 54029
339 7834 82023
340 2169 148697
340 4795 89144
340 3084 173946
340 8824 110660
340 9895 49801
340 1536 161724
341 1238 38987
341 2810 1815
341 8060 35194
341 2020 80662
341 3914 116687
342 2046 118148
342 6489 17617
342 5523 184880
343 5375 61647
343 1589 74472
344 586 60
344 788 33175
344 3677 27475
344 4505 43994
344 6022 160325
344 4690 119793
344 6540 70501
345 4735 170793
345 8402 79154
345 2303 95184
345 4237 42584
346 476 178251
346 799 140899
346 1034 2245
346 1831 24418
346 3097 34302
346 2163 22303
347 7848 49399
347 3258 192743
348 560 27504
348 1565 105129
348 1739 170553
348 7766 212666
348 6789 130560
349 2077 174252
349 6282 97106
349 5938 53708
349 9813 89169
350 1691 4112
350 5944 118949
350 9109 114490
351 1261 178061
351 1409 13720
351 1839 161479
351 8472 101025
351 3496 85057
352 3548 39056
352 4408 133449
352 5303 26868
353 3234 103032
353 3599 63130
353 4463 147153
353 4381 21219
353 446 203805
354 1339 101866
354 1862 73021
354 4799 142073
355 1081 149960
355 1120 195423
355 1966 168197
355 422 142337
355 6587 167881
356 1502 4191
356 1642 213268
356 1658 196147
356 2058 66204
356 4881 106666
356 1938 7464
357 1200 54104
357 2509 91176
357 3284 6204
357 3577 122960
357 626 94950
357 5095 174563
358 719 20893
358 1280 149802
358 1964 171601
358 5618 34418
359 635 135810
359 5451 16058
359 1274 184369
360 492 134833
360 938 25780
360 7420 210469
360 1264 139009
361 1745 50404
361 1928 12865
361 2086 147571
361 3923 92907
361 3200 138590
361 9864 42987
361 8454 100811
361 4905 157900
362 967 137903
362 5297 18966
362 9017 165753
362 4540 170838
362 3538 112856
362 1623 208284
363 381 188104
363 1136 48732
363 1438 18902
364 687 113598
364 3008 128766
364 7695 11380
364 7702 27793
364 2203 112425
364 5046 18070
365 366 100390
365 7263 18522
365 8654 169
365 4897 85766
365 8751 173424
365 4728 15742
366 1027 156734
366 2312 47267
366 6689 186858
366 6042 5796
366 5008 47513
367 2120 122200
367 2945 178980
367 6796 153052
367 4595 150186
368 399 99644
368 1906 129862
368 2861 88532
369 460 64878
369 877 59774
369 1851 142541
369 1072 51454
370 388 27958
370 971 136988
370 1774 18773
370 3897 192833
370 7706 171290
370 2388 100517
370 7878 143272
370 8148 24489
371 1267 85690
371 1916 11043
371 6660 104104
371 6962 109722
371 6567 12683
371 6358 20866
372 418 57129
372 588 173232
372 782 33399
372 3290 3168
372 4192 24108
373 697 167126
373 1554 25441
373 4664 152079
373 6379 49520
373 6332 170748
373 9069 62347
374 621 100188
374 850 146341
374 1868 197050
374 1023 96459
375 384 107094
375 2402 70710
375 4163 101088
375 1661 44057
375 8299 74599
376 637 29159
376 921 1926
376 1561 113083
376 1705 76519
376 3431 98365
376 5153 97122
376 7490 117162
377 599 146097
377 1320 47292
377 4972 6432
377 930 104304
378 734 38829
378 2590 20496
378 4339 181665
379 446 208834
379 1145 190453
379 1927 186325
379 4532 180
379 7050 190197
379 7458 45600
379 1026 22399
380 2278 8386
380 4493 160961
380 4637 75187
381 677 168644
381 698 137305
381 4865 195859
381 4556 163582
381 732 118006
381 6059 206675
381 6854 56428
382 526 120313
382 2014 20937
382 3063 157821
382 3394 23365
382 3825 5629
382 826 199723
383 783 143475
383 1387 112944
383 3231 126494
383 7056 207553
383 7349 49580
384 406 141999
384 1044 25277
384 2693 141379
384 4781 26824
384 6254 149193
384 1460 136598
385 466 58009
385 969 87403
385 1671 135204
385 2054 6878
385 3881 43773
385 3070 70999
386 434 161947
386 8189 180592
386 6401 189636
386 5515 57667
386 3033 114247
387 5115 2097
387 8348 24929
387 1114 44774
388 776 83339
388 1940 77041
388 2180 90943
388 2584 211630
388 6642 189823
388 5223 77386
389 2533 119117
389 4400 47485
389 8249 161239
389 1582 144382
390 1225 163662
390 1690 144160
390 2391 174229
390 5462 18968
390 6215 182428
390 5133 118823
390 3833 174119
390 2055 15138
390 690 103319
390 9691 131574
391 435 38268
391 478 48910
391 9215 16024
391 856 150944
391 937 63042
391 9799 185665
391 4978 39521
391 5272 18025
392 882 30863
392 923 83872
392 2735 210688
392 2804 123901
392 1320 9643
392 7653 131622
392 2773 57751
393 5089 49575
393 5459 15170
393 3773 167051
394 1494 23995
394 1876 18029
394 7712 57585
394 9859 200519
394 8061 174226
394 5977 161015
395 1752 82756
395 5986 206212
396 535 168592
396 3401 113928
396 4476 16402
396 5570 48499
396 9180 29616
396 5183 177243
396 624 92777
397 2095 107322
397 2778 83920
397 8843 29838
397 3754 22633
398 605 131957
398 1814 54987
398 1967 172254
398 6547 185230
398 6736 185093
398 9986 79842
398 6284 197899
399 511 80612
399 531 136338
399 791 126715
399 1053 173944
399 9130 30613
399 9372 57911
399 8611 185682
399 3862 143920
399 4087 123413
400 1017 7764
400 1402 166778
400 1480 107382
400 5057 39378
400 6213 144593
400 3172 61350
401 554 212333
401 1685 180412
401 2039 116459
401 3790 94565
401 6673 213119
401 6269 117179
402 445 172779
402 907 102310
402 9751 22521
402 9940 24892
402 8334 60725
402 4472 29179
403 461 123156
403 929 11153
403 2467 37378
403 4526 13828
403 6084 29881
403 7877 165240
403 4222 78147
403 1081 37126
404 419 54512
404 546 116403
405 562 173030
405 653 189437
405 863 139457
405 988 188067
405 4433 168872
406 458 75428
406 559 178424
406 6537 147377
406 8633 194245
406 1015 24131
407 4039 184021
407 8870 95638
408 568 175924
408 1289 24326
408 7811 24143
408 7323 13585
409 717 164014
409 1444 46632
409 2217 57539
409 4162 92349
409 5955 174005
409 4253 181014
409 6377 174554
410 587 136943
410 3521 122911
410 5911 99585
410 6710 46730
410 6854 47478
410 9712 109965
410 5177 193975
411 457 160704
411 1141 75476
411 6408 96820
411 6739 23849
411 3248 59175
411 8737 137365
412 4995 67513
412 9244 116419
412 7210 125554
413 626 75904
413 1716 117100
413 2656 165508
413 3894 8566
413 1186 124561
413 2218 49040
414 1893 88875
414 1984 6870
414 3959 116845
414 6615 195760
414 7604 78307
414 2493 50958
415 1902 138203
415 2906 191293
415 2413 7918
416 867 84575
416 2259 150858
416 2333 35264
416 3852 165413
416 4832 64480
416 7555 149865
417 1019 18754
417 8734 100626
419 505 27783
419 1590 80456
419 1951 101807
419 5367 56244
419 3640 155191
419 6842 114501
420 892 75233
420 1028 213817
420 1425 158155
420 3053 189338
420 7605 84550
420 3668 171380
421 1113 62024
421 1647 106301
421 2387 183045
421 3431 120992
421 969 193287
421 9080 66748
421 8058 117307
422 549 114511
422 1080 71127
422 2324 177576
422 3377 71347
422 4696 103895
422 7566 48589
422 4271 140155
423 5003 19722
423 2235 61636
424 2911 66519
424 5762 199248
424 7975 15923
424 8501 62967
424 426 764
425 532 192355
425 1089 70752
425 1575 175547
425 2755 213821
425 7723 196893
425 6445 68109
426 3684 49268
426 6562 101929
427 2190 177675
427 8014 74451
427 9892 31781
428 483 154141
428 835 111833
428 1461 158902
428 3917 205028
429 438 96962
429 631 3607
429 746 41256
429 922 108226
429 943 143487
429 3571 138973
429 5876 29731
429 6783 114351
429 9859 159200
430 704 203270
430 870 49888
430 1019 134802
430 2090 120836
430 4534 197525
430 6062 123158
430 7012 108858
430 7486 44788
430 8972 209229
431 2406 104415
431 4747 81608
431 5843 20471
432 459 161777
432 1908 176454
432 4629 170380
432 5439 18973
432 6053 26408
432 5017 154067
432 2118 191528
433 521 105269
433 2600 26162
433 7381 212988
434 1258 168730
434 4579 179149
434 9033 86339
434 9126 179413
434 5892 171130
434 7897 208889
434 4836 155143
434 7070 39573
435 3498 159161
435 5332 153437
435 9337 36639
436 1115 214687
436 2051 98416
436 2856 58927
436 3944 200547
436 9705 138882
436 7808 30452
436 9681 123230
437 578 51954
437 1210 37584
437 1251 158112
437 2198 157294
437 3760 46791
437 5110 71693
437 6120 50042
438 1668 189141
438 3472 79977
438 4607 128468
439 689 201546
439 962 128625
439 1011 10078
439 2457 82871
439 5180 63620
439 8993 182779
440 1284 10272
440 2021 180517
440 3817 135683
440 5568 183900
440 6130 213804
440 8636 93916
440 6230 9207
441 465 136190
441 1466 25179
441 1629 172142
441 4028 127424
441 7776 194203
441 9827 160091
441 1562 165630
442 661 23351
442 952 36267
442 3379 117558
442 4364 165353
442 6665 72379
442 1789 184151
442 8226 140325
443 1702 21118
443 2074 174515
443 8166 145573
444 2738 59066
444 4907 9467
444 8240 13967
445 455 150215
445 573 104336
445 3478 81761
445 4606 147729
445 7452 99800
445 4097 19157
445 3332 46882
446 1132 14758
446 2381 126545
446 9452 127538
446 9212 63119
447 462 176734
447 1190 83465
447 2660 140306
447 7882 83542
447 8565 182655
447 652 55089
447 1589 149835
447 4685 90739
447 9778 186375
447 2152 139983
448 4359 194761
448 7968 99507
448 4415 39359
449 633 160839
449 1111 206813
449 1234 120273
449 1405 195660
449 1763 36711
449 1766 213524
449 2288 205998
449 3724 170739
449 6791 114806
449 8640 59364
449 2851 29504
450 724 131339
450 7554 74777
450 8147 169494
450 2194 30077
450 5856 8552
451 1274 205586
451 2890 118493
451 3034 49511
451 4540 163107
451 4185 128391
451 7530 159795
451 6662 109662
452 618 83312
452 846 54482
452 1023 90963
452 1776 159993
452 6687 177924
453 2010 104098
453 8744 92354
454 1450 3626
454 3954 11855
454 4533 79500
454 5274 175042
454 3502 126262
454 5225 35068
455 499 186828
455 978 116639
455 987 28506
455 1309 156458
455 2733 180135
455 8279 85287
456 2766 104631
456 726 138076
456 3155 176230
457 591 98557
457 1175 198066
457 4694 81990
457 1411 164215
458 534 204023
458 945 68448
458 3619 42195
458 5533 54948
459 674 134435
459 1314 51463
459 2196 8856
459 2573 69999
459 2918 160709
459 4479 123552
459 6125 34695
459 7674 46586
459 4261 92427
459 2769 30099
459 5756 207601
459 4352 65910
460 841 184567
460 2913 46501
460 5650 73368
460 3540 1064
460 5468 96078
460 8814 59250
460 2772 93120
461 9580 135053
461 2753 94297
461 2600 45031
461 6131 30336
462 541 32808
462 700 24172
462 887 117430
462 3364 43920
462 4047 158784
462 9970 4722
463 613 58199
463 2746 151495
463 6891 13179
463 8921 174681
463 8267 28425
463 6548 149898
464 831 129548
464 2690 106120
464 3090 93464
464 6274 124526
465 1362 106680
465 3154 133499
465 3771 60286
465 8043 210609
466 547 89026
466 2368 50944
466 4010 56001
466 7775 186631
466 7726 84692
466 8810 182486
467 3510 169807
467 4232 28603
467 7131 11601
467 4285 91103
468 963 104840
468 8544 176311
469 737 105137
469 1137 72272
469 3453 165319
469 5406 156349
469 3999 162005
470 723 112506
470 1179 190977
470 3661 114019
470 5116 37293
470 6636 115373
470 7531 102413
470 1888 117555
470 1691 69509
471 2384 112625
471 2404 151384
471 4713 99935
472 2032 42457
472 5172 104817
472 4215 188319
472 5587 184584
472 4511 81304
472 4831 62417
473 3712 180368
473 7465 2042
473 2252 58404
473 6030 28753
473 3564 9094
473 8916 38262
474 1248 96922
474 1622 52896
474 5803 202756
474 5834 91841
474 9953 30048
474 4122 139595
475 647 188945
475 686 159715
475 2124 41415
475 3846 212297
475 6415 174276
475 7914 27677
475 4243 198930
476 1424 58620
476 1454 209860
476 8429 89356
476 9708 25748
476 2594 191452
477 3051 114341
477 4141 21906
477 9708 103311
477 5151 123306
477 5457 18720
477 639 83250
477 3527 176427
478 764 181775
478 1262 196275
478 3581 146835
478 4311 195369
478 9277 106090
479 8527 25126
479 9509 134127
480 8533 73541
480 2610 207933
480 3759 26067
481 3961 6466
481 7231 57115
481 2372 63152
481 6251 203037
481 6759 143594
482 1782 143824
482 1897 97951
482 2081 176173
482 7671 70212
482 8437 37966
482 3903 199533
482 2311 113495
483 3077 166660
483 3574 211182
483 4006 196851
483 4797 81767
484 981 44105
484 2126 65660
484 6832 90793
484 8031 75791
484 8664 208700
484 6645 182853
485 1482 137407
485 2632 137578
485 3576 159005
485 5458 134663
485 3026 27445
485 6390 8937
485 1480 58783
485 6464 141844
485 8636 57656
486 1477 48519
486 4162 157609
486 7526 199953
487 516 197726
487 525 41336
487 1359 211285
487 2030 18476
487 4148 166560
487 6438 206323
487 2846 112410
488 1144 113339
488 3847 100733
488 7991 8012
488 1665 197718
488 7104 40932
488 5808 128701
488 3303 152847
488 8094 158681
489 2149 166159
490 3273 74261
490 8160 9359
490 559 107336
491 1861 190466
491 9066 38347
491 7670 142542
491 1159 168397
491 3252 15795
492 645 198023
492 2969 28187
492 9267 29858
492 5413 190655
492 8624 42870
492 8214 190001
492 4749 119658
492 9334 175421
493 823 6752
493 1223 66402
493 2989 76889
493 9866 160854
493 3365 164648
493 2093 6019
493 5331 98193
493 2390 188080
494 1714 118279
494 2211 197144
494 4587 35071
494 5693 7803
494 5191 69727
494 4329 157013
494 9883 146033
495 6809 84545
495 5106 85304
496 2336 24767
497 680 98091
497 5041 200242
497 5839 129102
497 8355 65378
497 8285 54240
497 2999 118077
498 1029 48744
498 3919 191781
498 6705 77658
498 8955 208356
498 3628 129775
499 1709 156342
499 6065 26866
